,siren,activitePrincipaleUniteLegale,categorieEntreprise,dateCreationUniteLegale,division,somme_CIR,CIR2016,CIR2017,CIR2018,CIR2019,CIR2020,CIR2021,CIR2022,CIR2023
52,306348632,29.32Z,ETI,1976-01-01,29,383788.0,0.0,0.0,119974.0,13761.0,117781.0,0.0,0.0,132272.0
53,306678954,32.30Z,ETI,1976-01-01,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,306841560,29.32Z,ETI,1976-01-01,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,306926684,26.11Z,ETI,1976-01-01,26,1913000.0,0.0,0.0,750000.0,0.0,0.0,1163000.0,0.0,0.0
56,307150516,25.11Z,GE,1971-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,307150565,25.62B,ETI,1971-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,307180786,22.19Z,ETI,1976-01-01,22,119807.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119807.75
59,307299248,71.12B,GE,1976-01-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,307378489,21.20Z,ETI,1976-01-01,21,7840409.0,1636000.0,1500000.0,1564.0,845.0,1314000.0,1214000.0,1151000.0,1023000.0
61,307613935,25.93Z,ETI,1976-01-01,25,3619138.0,186761.0,234471.0,202694.0,0.0,0.0,1309522.0,0.0,1685690.0
62,307737304,25.61Z,ETI,1964-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,308173848,25.11Z,ETI,1976-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,308241470,32.50A,ETI,1900-01-01,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,308491521,21.20Z,ETI,1968-01-01,21,11856039.0,4363000.0,6073.0,5912.0,7400000.0,7545.0,64997.0,4712.0,3800.0
66,308531359,22.23Z,ETI,1976-01-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,308575158,25.11Z,ETI,1977-01-01,25,39531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39531.0
68,309065084,62.02A,ETI,1977-01-01,62,84381.0,84381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,309103877,71.12B,GE,1977-01-01,71,4150305.0,900484.0,718573.0,474117.0,474117.0,368029.0,449762.0,449762.0,315461.0
70,309516730,25.62A,ETI,1964-01-01,25,800000.0,0.0,0.0,0.0,0.0,800000.0,0.0,0.0,0.0
71,309540029,71.12B,GE,1977-01-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,309600088,71.12B,ETI,1977-01-01,71,143240.0,113634.0,0.0,0.0,0.0,0.0,0.0,0.0,29606.0
73,309745891,22.21Z,ETI,1984-01-27,22,245165.0,0.0,245000.0,0.0,165.0,0.0,0.0,0.0,0.0
74,309786481,26.60Z,ETI,1980-01-01,26,41705890.0,8993035.0,12334069.0,0.0,4363067.0,4265912.0,3911162.0,4100372.0,3738273.0
75,309801058,96.04Z,ETI,1977-01-01,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,309825156,25.62B,ETI,1977-01-01,25,176000.0,0.0,0.0,0.0,0.0,176000.0,0.0,0.0,0.0
77,309858231,25.12Z,ETI,1977-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,310174503,25.50B,ETI,1980-06-13,25,11783.0,0.0,0.0,11783.0,0.0,0.0,0.0,0.0,0.0
79,310188834,25.62B,ETI,1977-01-01,25,1719019.0,79016.0,0.0,0.0,0.0,0.0,68289.0,838212.0,733502.0
80,310369970,62.02A,ETI,1977-01-01,62,112051.0,0.0,0.0,48991.0,14700.0,14160.0,8700.0,10500.0,15000.0
81,310602313,20.42Z,ETI,1977-01-01,20,224698.0,0.0,223786.0,0.0,912.0,0.0,0.0,0.0,0.0
82,310623269,29.32Z,ETI,1977-01-01,29,500120.0,249323.0,250797.0,0.0,0.0,0.0,0.0,0.0,0.0
83,310634696,22.23Z,ETI,1977-01-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,310880679,25.11Z,ETI,1977-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,310939947,96.01A,GE,1977-01-01,96,217750.0,217750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,310949623,22.22Z,ETI,1977-01-01,22,2213601.0,697056.0,741897.0,594304.0,0.0,34220.0,42793.0,49246.0,54085.0
87,310967294,26.60Z,ETI,1977-01-01,26,5940169.0,332945.0,440017.0,275980.0,959774.0,997055.0,994174.0,973131.0,967093.0
88,310967302,32.50A,ETI,1977-01-01,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,311210827,22.22Z,ETI,1977-01-01,22,5467057.0,0.0,0.0,304681.0,2387074.0,807685.0,807685.0,807685.0,352247.0
90,311584718,25.12Z,ETI,1977-01-01,25,96796.0,38042.0,20434.0,12807.0,12807.0,7324.0,1996.0,0.0,3386.0
91,311666077,25.50B,ETI,1977-01-01,25,44739.0,0.0,0.0,44739.0,0.0,0.0,0.0,0.0,0.0
92,311794499,29.20Z,ETI,1900-01-01,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,311916639,95.11Z,ETI,1978-01-01,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,311999833,21.20Z,ETI,1978-01-01,21,17617161.0,5356000.0,4793000.0,4818000.0,1619000.0,233000.0,277.0,797000.0,884.0
95,312261894,20.13A,ETI,1978-01-01,20,3847000.0,940000.0,173000.0,795000.0,180000.0,356000.0,395000.0,510000.0,498000.0
96,312285133,25.99B,ETI,1978-01-01,25,173738.0,173738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,312300205,25.61Z,ETI,1978-02-20,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,312310311,26.51B,ETI,1978-01-01,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,312330806,71.20B,ETI,1978-01-01,71,11752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11752.0
100,312730906,25.50B,ETI,1978-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,312815780,21.20Z,ETI,1978-01-01,21,7649.0,0.0,0.0,0.0,0.0,0.0,0.0,7649.0,0.0
102,312857592,25.93Z,ETI,1978-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,312905342,71.12B,ETI,1978-01-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,313149973,71.12B,ETI,1978-01-01,71,364958.0,356633.0,0.0,0.0,0.0,8325.0,0.0,0.0,0.0
105,313182503,96.03Z,ETI,1964-01-01,96,296100.0,0.0,0.0,0.0,0.0,0.0,295086.0,1014.0,0.0
106,313197030,71.12B,ETI,1978-01-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,313609133,62.02A,GE,1978-01-01,62,170747.0,0.0,0.0,156857.0,600.0,0.0,12030.0,600.0,660.0
108,313849788,96.02A,ETI,1978-01-01,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,314102484,62.02A,ETI,1978-01-01,62,13180.0,0.0,13180.0,0.0,0.0,0.0,0.0,0.0,0.0
110,314119504,20.11Z,GE,1978-01-01,20,54674562.0,2172752.0,2462927.0,2119883.0,0.0,47919000.0,0.0,0.0,0.0
111,314258997,25.61Z,ETI,1978-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,314328873,25.93Z,ETI,1978-01-01,25,3066987.0,145017.0,180093.0,146664.0,0.0,0.0,0.0,0.0,2595213.0
113,314466277,20.53Z,ETI,1978-01-01,20,4867597.0,527406.0,0.0,0.0,512868.0,445292.0,3382031.0,0.0,0.0
114,314722026,72.19Z,GE,1979-11-12,72,136637448.0,24318501.0,25989607.0,27720541.0,13304854.0,16153415.0,15314979.0,13835551.0,0.0
115,314814831,26.12Z,ETI,1979-01-01,26,105921.0,0.0,0.0,0.0,14229.0,0.0,0.0,53194.0,38498.0
116,315013359,26.60Z,GE,1979-01-01,26,129446295.0,129092000.0,135566.0,103982.0,0.0,0.0,0.0,102.0,114645.0
117,315064188,25.50B,ETI,1979-01-01,25,902630.0,0.0,667000.0,200630.0,0.0,0.0,35000.0,0.0,0.0
118,315172023,30.20Z,ETI,1979-01-01,30,378449.0,161077.0,196421.0,20951.0,0.0,0.0,0.0,0.0,0.0
119,315292177,22.29A,ETI,1979-01-01,22,74047.0,0.0,74047.0,0.0,0.0,0.0,0.0,0.0,0.0
120,315560730,25.62B,ETI,1979-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,315667386,71.12B,GE,1979-01-01,71,411803.0,359000.0,0.0,0.0,0.0,0.0,0.0,2140.0,50663.0
122,315815936,25.62B,ETI,1979-01-01,25,78370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78370.0
123,315842773,29.20Z,ETI,1964-01-01,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,315930578,62.02A,GE,1979-01-01,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,316014984,25.62A,ETI,1972-01-01,25,969000.0,89000.0,64000.0,0.0,0.0,339000.0,180000.0,231000.0,66000.0
126,316155506,71.12B,ETI,1979-01-01,71,8009.0,5487.0,2522.0,0.0,0.0,0.0,0.0,0.0,0.0
127,316186600,25.93Z,ETI,1979-05-15,25,2170763.0,145599.0,168112.0,121123.0,0.0,0.0,0.0,0.0,1735929.0
128,316357334,72.19Z,GE,1979-01-01,72,58635152.0,0.0,13422314.0,12059217.0,12597932.0,11129176.0,0.0,9426513.0,0.0
129,316359041,25.62B,ETI,1979-01-01,25,1242193.0,161393.0,264420.0,154106.0,140274.0,14000.0,101000.0,235000.0,172000.0
130,316534783,32.30Z,ETI,1979-01-01,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,316539006,25.11Z,ETI,1979-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,316676741,62.02A,ETI,1982-06-08,62,3730398.0,369656.0,1580000.0,0.0,1780742.0,0.0,0.0,0.0,0.0
133,316696996,29.10Z,GE,1979-01-01,29,5184608.0,82075.0,2133.0,0.0,5100400.0,0.0,0.0,0.0,0.0
134,316866805,71.12B,ETI,1979-01-01,71,1136000.0,0.0,0.0,0.0,0.0,265000.0,371000.0,350000.0,150000.0
135,316883180,30.30Z,ETI,1979-01-01,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,317031706,26.12Z,ETI,1979-01-01,26,3050251.0,334803.0,533162.0,320507.0,494144.0,383694.0,474386.0,509555.0,0.0
137,317036887,71.12B,ETI,1979-01-01,71,248000.0,0.0,0.0,248000.0,0.0,0.0,0.0,0.0,0.0
138,317098432,71.20B,ETI,1982-06-18,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,317099679,72.19Z,ETI,1979-01-01,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,317288389,62.02A,GE,1979-01-01,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,317805323,71.12B,ETI,1980-01-01,71,5406106.0,598552.0,657333.0,666907.0,769830.0,600918.0,644198.0,623234.0,845134.0
142,318111952,25.93Z,ETI,1980-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,318164837,72.19Z,GE,1980-01-01,72,28458351.0,4926036.0,5041718.0,3640360.0,4003229.0,3542788.0,0.0,4116723.0,3187497.0
144,318198777,22.21Z,ETI,1980-01-01,22,1626846.0,151311.0,141273.0,183158.0,288495.0,260559.0,260559.0,190548.0,150943.0
145,318210614,25.50B,ETI,1974-01-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,318223658,71.12B,GE,1980-01-01,71,306044.0,2044.0,0.0,0.0,0.0,0.0,84000.0,105000.0,115000.0
147,318649217,32.99Z,ETI,1980-01-01,32,13315.12,0.0,0.0,0.0,3010.12,0.0,10305.0,0.0,0.0
148,318720653,71.20B,GE,1980-01-01,71,3184497.0,0.0,500000.0,0.0,0.0,2684497.0,0.0,0.0,0.0
149,318732880,62.02A,GE,1980-01-01,62,12517684.0,2865000.0,0.0,0.0,8500000.0,1152684.0,0.0,0.0,0.0
150,319137576,20.42Z,GE,1980-06-01,20,63857804.0,8585647.0,8466464.0,10884384.0,10060744.0,8231789.0,8683707.0,8945069.0,0.0
151,319159877,26.51A,GE,1980-05-13,26,222671000.0,9092000.0,30440000.0,31291000.0,31503000.0,30465000.0,30361000.0,30460000.0,29059000.0
152,319242210,71.12B,GE,1960-01-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,319308706,25.11Z,ETI,1978-01-01,25,158643.0,70000.0,0.0,88643.0,0.0,0.0,0.0,0.0,0.0
154,319380556,25.61Z,ETI,1980-07-12,25,33636.0,11118.0,13963.0,0.0,4381.0,2967.0,1207.0,0.0,0.0
155,319416756,72.19Z,GE,1980-07-18,72,140280180.0,24462198.0,23239209.0,22945072.0,24474420.0,23430940.0,0.0,21728341.0,0.0
156,319427399,20.51Z,ETI,1980-05-28,20,1752951.0,319990.0,250969.0,254499.0,312493.0,284000.0,331000.0,0.0,0.0
157,319529384,29.32Z,ETI,1980-07-01,29,760491.0,211978.0,211978.0,142543.0,96996.0,96996.0,0.0,0.0,0.0
158,319537791,95.11Z,ETI,1980-09-01,95,232268.0,147861.0,84407.0,0.0,0.0,0.0,0.0,0.0,0.0
159,319618393,71.12B,GE,1980-07-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,319632790,20.14Z,GE,1980-01-01,20,442800000.0,110700000.0,97000000.0,74600000.0,0.0,59000000.0,35200000.0,66300000.0,0.0
161,319640983,20.30Z,ETI,1980-07-01,20,3667134.0,315003.0,416107.0,434312.0,445586.0,412512.0,414600.0,578950.0,650064.0
162,319699815,96.02A,ETI,1980-08-26,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,319806048,20.17Z,ETI,1980-09-09,20,7418664.0,0.0,0.0,0.0,0.0,0.0,0.0,7418664.0,0.0
164,319815809,25.11Z,ETI,1980-09-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,320353576,29.10Z,GE,1980-10-01,29,1296531.0,85531.0,1056000.0,0.0,0.0,0.0,0.0,54000.0,101000.0
166,320443393,25.94Z,ETI,1980-10-01,25,651143.0,240218.0,242668.0,114257.0,54000.0,0.0,0.0,0.0,0.0
167,320460173,20.30Z,ETI,1980-12-31,20,3019000.0,222000.0,414000.0,729000.0,447000.0,345000.0,364000.0,284000.0,214000.0
168,320609175,22.23Z,ETI,1980-12-19,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,320663594,20.41Z,ETI,1981-01-01,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,321212904,26.51B,ETI,1981-02-01,26,845038.0,598712.0,48238.0,121261.0,2700.0,64966.0,9161.0,0.0,0.0
171,321276529,25.61Z,ETI,1981-07-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,321391237,71.12B,ETI,1981-05-02,71,3427744.0,441478.0,487377.0,483774.0,289605.0,529596.0,426184.0,402031.0,367699.0
173,321735789,71.20B,GE,1981-05-08,71,1700.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0
174,321774713,25.94Z,ETI,1981-04-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,321995367,20.59Z,ETI,1981-06-15,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,322067539,22.22Z,ETI,1981-05-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,322398132,62.02A,GE,1981-08-01,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,322407693,20.30Z,ETI,1981-09-01,20,94969.0,94969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,322409913,22.22Z,ETI,1981-08-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,322424136,22.22Z,ETI,1981-09-01,22,16350.0,0.0,0.0,0.0,1800.0,7800.0,2100.0,4650.0,0.0
181,322498270,71.12B,GE,1981-08-03,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,322522368,25.12Z,ETI,1981-08-04,25,840000.0,95000.0,481000.0,25000.0,138000.0,29000.0,43000.0,6000.0,23000.0
183,322537788,25.61Z,ETI,1981-08-31,25,192244.0,0.0,0.0,192244.0,0.0,0.0,0.0,0.0,0.0
184,322687179,71.12B,ETI,1981-07-01,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,322707159,29.32Z,ETI,1981-07-01,29,80000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,322746603,25.99B,ETI,1981-09-01,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,322868910,71.12B,ETI,1981-10-01,71,970000.0,0.0,7000.0,0.0,0.0,776000.0,0.0,0.0,187000.0
188,322928680,22.22Z,ETI,1981-09-21,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,322993411,25.62B,ETI,1971-01-01,25,370960.0,65542.0,60815.0,73603.0,0.0,43000.0,128000.0,0.0,0.0
190,323025320,20.14Z,ETI,1981-10-13,20,4894056.0,16212.0,18437.0,859407.0,0.0,0.0,0.0,4000000.0,0.0
191,323346973,20.13B,ETI,1982-01-01,20,663635.0,193111.0,191076.0,156162.0,0.0,0.0,123286.0,0.0,0.0
192,323388058,29.32Z,ETI,1981-12-16,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,323458745,96.03Z,ETI,1982-01-01,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,323459974,26.30Z,GE,1981-12-01,26,9983123.44,2050000.0,1840000.0,0.0,0.0,1726192.0,2399931.44,1967000.0,0.0
195,323592527,32.50A,ETI,1982-01-01,32,66390.0,26517.0,39873.0,0.0,0.0,0.0,0.0,0.0,0.0
196,323601088,25.93Z,ETI,1982-02-01,25,1920.0,0.0,0.0,0.0,1920.0,0.0,0.0,0.0,0.0
197,323782169,22.29A,ETI,1977-01-01,22,2203158.0,396885.0,127830.0,218000.0,0.0,312000.0,239000.0,677948.0,231495.0
198,323840645,72.19Z,ETI,1982-04-20,72,20357827.0,102700.0,102656.0,2784551.0,2784346.0,2778341.0,3030186.0,4050236.0,4724811.0
199,323947242,96.02A,ETI,1982-01-21,96,171644.0,0.0,0.0,0.0,0.0,171644.0,0.0,0.0,0.0
200,324103829,62.02A,GE,1982-04-01,62,17232517.0,583795.0,1336685.0,1773386.0,3576711.0,3254940.0,1772000.0,4935000.0,0.0
201,324165141,32.50A,ETI,1982-04-01,32,14986.0,7431.0,0.0,7555.0,0.0,0.0,0.0,0.0,0.0
202,324214857,96.04Z,ETI,1982-04-01,96,63987.0,0.0,63987.0,0.0,0.0,0.0,0.0,0.0,0.0
203,324378074,22.22Z,ETI,1982-05-01,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,324420785,72.19Z,ETI,1982-04-01,72,20008000.0,4744000.0,5012000.0,2014000.0,0.0,2001000.0,1987000.0,2094000.0,2156000.0
205,324787571,96.04Z,ETI,1982-01-01,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,324845015,20.30Z,GE,1982-06-01,20,349000.0,0.0,34000.0,0.0,43000.0,0.0,202000.0,70000.0,0.0
207,324925106,29.32Z,ETI,1982-07-01,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,325090728,22.29A,ETI,1982-07-01,22,135000.0,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,325092328,71.12B,ETI,1982-07-01,71,6423471.0,0.0,786117.0,900082.0,770804.0,957483.0,1026350.0,932001.0,1050634.0
210,325346435,96.02A,ETI,1983-02-22,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,325820751,32.30Z,ETI,1958-01-01,32,8109000.0,1360000.0,1685000.0,1396000.0,659000.0,525000.0,309000.0,682000.0,1493000.0
212,326134699,71.12B,ETI,1983-01-01,71,1186953.0,135380.0,333107.0,265466.0,0.0,0.0,0.0,0.0,453000.0
