Unnamed: 0,siren,brevets2016,brevets2017,brevets2018,brevets2019,brevets2020,brevets2024,Famille ID,Année de Dépôt,CIR2016,CIR2017,CIR2018,CIR2019,CIR2020,activitePrincipaleUniteLegale,categorieEntreprise,dateCreationUniteLegale,division,somme_CIR
1337,440513059,21.0,33.0,23.0,25.0,59.0,0.0,"42115940.0, 53269676.0, 53483871.0, 53514228.0, 53541750.0, 53541751.0, 53776816.0, 54066074.0, 54066078.0, 54848652.0, 54937192.0, 55752375.0, 55752376.0, 55862910.0, 56555451.0, 56555471.0, 56801621.0, 57136962.0, 57136964.0, 57583144.0, 57583145.0, 58054185.0, 58054186.0, 58314347.0, 58645128.0, 58645129.0, 58645132.0, 58707625.0, 59031042.0, 59031043.0, 59253598.0, 59325336.0, 59409368.0, 59409402.0, 59930507.0, 60182606.0, 60923647.0, 60955164.0, 60955166.0, 60955167.0, 61003080.0, 61003109.0, 61132492.0, 61223996.0, 61223997.0, 61750213.0, 61802015.0, 61802054.0, 62167396.0, 62222769.0, 62455573.0, 62528495.0, 62528500.0, 63014585.0, 63490520.0, 63722543.0, 63834084.0, 63834085.0, 63834087.0, 63896238.0, 63896246.0, 63896247.0, 63896305.0, 63896380.0, 63896390.0, 63896392.0, 63896393.0, 63963082.0, 64664792.0, 65031449.0, 65200915.0, 65201052.0, 65494217.0, 65685452.0, 66676666.0, 67107829.0, 67383837.0, 67384103.0, 67441380.0, 67514868.0, 67810809.0, 67810828.0, 67841094.0, 68138247.0, 68138314.0, 68138368.0, 68210921.0, 68654625.0, 68733205.0, 68733212.0, 68733214.0, 68807143.0, 69024362.0, 69104511.0, 69104594.0, 69157900.0, 69158075.0, 69172888.0, 69190943.0, 69375478.0, 69810909.0, 69941400.0, 70978111.0, 71094518.0, 71111551.0, 71452366.0, 71784182.0, 71784183.0, 72644431.0, 73698971.0, 73793300.0, 73793311.0, 73793322.0, 73793335.0, 73793348.0, 73793501.0, 74045631.0, 74045647.0, 74045665.0, 74045678.0, 74045721.0, 74125389.0, 74125419.0, 74125428.0, 74182988.0, 74182989.0, 74183309.0, 74205967.0, 74205992.0, 74347253.0, 74347258.0, 74553959.0, 74553960.0, 74592073.0, 74592092.0, 74668920.0, 74668924.0, 74668974.0, 74859949.0, 74859950.0, 74859952.0, 74859953.0, 74859954.0, 74859966.0, 74871443.0, 74871485.0, 74871501.0, 74871507.0, 74871555.0, 75108354.0, 75108355.0, 75108420.0, 75108421.0, 75108453.0, 75108491.0, 75278139.0, 75339791.0, 75339805.0, 75339806.0, 75746714.0, 76283824.0, 76730658.0, 76730674.0, 78806546.0, 79020934.0, 80784637.0","2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2021, 2021, 2021, 2021, 2021, 2017",11014000.0,5531000.0,6648000.0,9876000.0,0.0,72.19Z,0,2002,72,46912000.0
1348,441133808,8.0,23.0,48.0,34.0,28.0,0.0,"53269604.0, 53758266.0, 54356369.0, 54478078.0, 54937137.0, 55129922.0, 55451244.0, 55862834.0, 56117798.0, 56117799.0, 56117800.0, 56263781.0, 56943571.0, 57136935.0, 57485542.0, 57860904.0, 57860905.0, 57860913.0, 58213128.0, 58213129.0, 59296893.0, 59381324.0, 59409372.0, 59409373.0, 59409374.0, 59409375.0, 59649759.0, 59699725.0, 59745943.0, 59811359.0, 59930389.0, 60382257.0, 60515423.0, 60515424.0, 60627674.0, 60923533.0, 61187338.0, 61599215.0, 61599216.0, 61599218.0, 61655814.0, 61750179.0, 61801990.0, 62017301.0, 62749046.0, 63041642.0, 63143168.0, 63209450.0, 63834063.0, 63963059.0, 64397677.0, 65494136.0, 65494140.0, 65494141.0, 65494143.0, 65494144.0, 65685374.0, 65685391.0, 66041500.0, 66218177.0, 66530108.0, 67262380.0, 67441164.0, 67441173.0, 67441183.0, 67441184.0, 67441192.0, 67441208.0, 67514686.0, 67514749.0, 67660362.0, 67660364.0, 67742457.0, 67742486.0, 67810733.0, 67875593.0, 67952097.0, 67957030.0, 67999806.0, 68138132.0, 68138429.0, 68210834.0, 68210923.0, 68281608.0, 68581850.0, 68583354.0, 68583358.0, 68583359.0, 68583366.0, 68654557.0, 68654568.0, 68733186.0, 69104531.0, 69105870.0, 69157918.0, 69157926.0, 69172847.0, 69375408.0, 69375439.0, 69630383.0, 69743339.0, 69811026.0, 69811040.0, 69903263.0, 69903309.0, 69903310.0, 70154485.0, 70295202.0, 70456823.0, 70613835.0, 70613888.0, 70613890.0, 71452353.0, 71994556.0, 71994557.0, 71994558.0, 71994559.0, 72560769.0, 72644295.0, 72801574.0, 72801592.0, 72801593.0, 72801594.0, 73034404.0, 73038104.0, 74183340.0, 74668910.0, 75108430.0, 75278143.0, 75438948.0, 75438949.0, 75539455.0, 75690345.0, 75850261.0, 75850268.0, 75953881.0, 76283797.0, 76283798.0, 76283799.0, 76283800.0, 76283801.0, 76375092.0, 76375093.0, 76862711.0, 76920803.0, 76920806.0, 76920824.0, 78007396.0, 79021948.0","2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2017, 2017, 2018, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2017, 2018, 2018, 2018, 2018, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2019, 2019, 2018, 2018, 2019, 2019, 2018, 2019, 2019, 2018, 2019, 2018, 2019, 2019, 2019, 2018, 2018, 2018, 2018, 2019, 2019, 2019, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2021, 2021, 2021, 2021, 2022, 2021, 2020, 2021, 2020, 2020, 2020, 2021, 2020, 2020",20.2,25107.0,28285000.0,89500000.0,30710000.0,30.11Z,0,2002,30,148577657.2
1357,441417110,3.0,1.0,3.0,3.0,1.0,0.0,"44898621.0, 47294694.0, 52597066.0, 56940095.0, 59506210.0, 63371737.0, 63678569.0, 63794577.0, 67003413.0, 69179721.0, 69179763.0, 75588163.0, 75684131.0, 79170913.0, 80470385.0","2016, 2017, 2016, 2016, 2018, 2018, 2019, 2018, 2020, 2021, 2021, 2022, 2019, 2021, 2019",2521000.0,3417.0,1961712.0,1753264.0,949442.0,21.20Z,0,2002,21,37389864.0
1363,441760238,0.0,0.0,1.0,0.0,0.0,0.0,"63676930.0, 81455495.0","2018, 2021",0.0,910569.0,0.0,0.0,0.0,20.20Z,1,2002,20,1314633.0
1366,441815198,1.0,0.0,0.0,0.0,1.0,0.0,"57045142.0, 74125329.0","2016, 2020",0.0,0.0,0.0,36382.0,0.0,22.21Z,1,2002,22,36382.0
1374,442587523,0.0,1.0,0.0,0.0,0.0,0.0,56611463.0,2017,0.0,4402.0,0.0,0.0,0.0,71.12B,1,2002,71,332331.0
1377,442694436,27.0,23.0,11.0,28.0,16.0,0.0,"53524899.0, 54007881.0, 54015061.0, 54207555.0, 54291397.0, 54545373.0, 55025175.0, 55236546.0, 55345985.0, 56068995.0, 56404200.0, 56404204.0, 56511711.0, 56511729.0, 56611417.0, 56990593.0, 57539516.0, 57590680.0, 57796593.0, 57796595.0, 57861027.0, 58054310.0, 58162701.0, 58228256.0, 58401651.0, 58707835.0, 58737615.0, 59381522.0, 59381523.0, 59649738.0, 59699881.0, 59746211.0, 59811413.0, 59930588.0, 60080998.0, 60081051.0, 60138617.0, 60382418.0, 60450918.0, 60515496.0, 60515497.0, 60515642.0, 60515643.0, 60923567.0, 60955106.0, 61027992.0, 61187560.0, 61224110.0, 61802141.0, 62092092.0, 62222847.0, 62528608.0, 62683280.0, 62948235.0, 63294324.0, 63312155.0, 63407242.0, 63579483.0, 65201517.0, 65244150.0, 65244165.0, 67383915.0, 67384152.0, 67441508.0, 67660341.0, 67660372.0, 67810850.0, 67875502.0, 67875757.0, 67875758.0, 68138427.0, 68138450.0, 68211009.0, 68281627.0, 68343038.0, 68343039.0, 68501712.0, 68501715.0, 68654601.0, 68733305.0, 69104490.0, 69190989.0, 69375393.0, 69468612.0, 69468680.0, 70154477.0, 70154539.0, 70154540.0, 70154800.0, 70228161.0, 70228294.0, 70228370.0, 70295496.0, 70457057.0, 70804757.0, 70804758.0, 70918626.0, 70918627.0, 72356133.0, 72356134.0, 72356135.0, 72470508.0, 72885775.0, 73497989.0, 74045922.0, 74592080.0, 75339896.0, 75439011.0, 75746802.0","2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2016, 2017, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2017, 2018, 2018, 2018, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2019, 2020, 2020, 2021, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2021, 2021, 2021",0.0,14943000.0,3154000.0,3602000.0,3550000.0,29.32Z,1,2002,29,31769000.0
1379,442993283,1.0,0.0,0.0,0.0,0.0,0.0,52779877.0,2016,418000.0,0.0,0.0,0.0,0.0,20.13B,1,2002,20,418000.0
1395,443982038,10.0,3.0,3.0,8.0,0.0,0.0,"53366215.0, 53404726.0, 53496772.0, 54007836.0, 54356624.0, 54366431.0, 54608782.0, 55456735.0, 55646658.0, 55745708.0, 56842893.0, 58669959.0, 58739265.0, 60515528.0, 60955342.0, 63579407.0, 67441294.0, 67441433.0, 68072562.0, 68138208.0, 68210927.0, 69468642.0, 69811293.0, 69811353.0","2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2018, 2018, 2017, 2017, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019",4734558.0,6118964.0,3588288.0,3844011.0,3478280.0,29.32Z,1,2002,29,32282468.0
1403,444523526,0.0,0.0,0.0,1.0,0.0,0.0,63209472.0,2019,688018.0,574704.0,786837.0,831286.0,2792086.0,71.12B,1,2002,71,16626229.0
1414,444719272,3.0,6.0,2.0,1.0,0.0,0.0,"54478095.0, 54608620.0, 55411449.0, 59381569.0, 59974551.0, 60020006.0, 60627692.0, 61224039.0, 62222740.0, 62749055.0, 62816682.0, 67001999.0","2016, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2019",1146504.0,790000.0,249999.0,561000.0,733000.0,26.52Z,1,2003,26,5487503.0
1425,447761636,0.0,1.0,0.0,0.0,0.0,0.0,44148989.0,2017,4932.0,0.0,0.0,0.0,0.0,20.52Z,0,2003,20,5845.0
1427,447993445,0.0,0.0,1.0,0.0,0.0,0.0,61249586.0,2018,526205.0,527815.0,572626.0,622473.0,647758.0,62.02A,1,2003,62,5281499.0
1430,448252254,0.0,0.0,0.0,0.0,1.0,0.0,74592097.0,2020,0.0,0.0,185189.0,173264.0,0.0,22.21Z,0,2003,22,737480.0
1435,448777920,1.0,0.0,0.0,0.0,0.0,0.0,37776622.0,2016,0.0,0.0,0.0,0.0,15000.0,21.20Z,1,2003,21,39390.0
1441,449065267,7.0,1.0,1.0,0.0,1.0,0.0,"48521262.0, 51417501.0, 53776818.0, 53776878.0, 53776879.0, 54199792.0, 54979831.0, 55361854.0, 59253743.0, 71784222.0","2016, 2018, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2020",25000.0,0.0,0.0,0.0,0.0,20.59Z,1,2003,20,3233893.0
1444,449207414,0.0,3.0,1.0,2.0,5.0,0.0,"53008554.0, 59649761.0, 61258276.0, 66218203.0, 68806868.0, 69699922.0, 71094439.0, 72088182.0, 75278076.0, 75746751.0, 76730582.0","2017, 2017, 2017, 2018, 2019, 2019, 2020, 2020, 2020, 2020, 2020",1500000.0,800000.0,960000.0,511000.0,1374000.0,20.51Z,1,2003,20,5845000.0
1464,450249677,7.0,4.0,4.0,5.0,3.0,0.0,"53175374.0, 53540700.0, 54427683.0, 55963272.0, 56896483.0, 57517829.0, 57749797.0, 58159041.0, 58549104.0, 59034675.0, 65898074.0, 68055645.0, 68057381.0, 70325726.0, 70850005.0, 71408578.0, 72423552.0, 72832036.0, 74043818.0, 75162243.0, 79166353.0, 80270100.0, 81185305.0, 81852573.0","2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2018, 2018, 2018, 2018, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2021",1649099.0,2547794.0,2492379.0,2545717.0,751367.0,62.01Z,1,2003,62,16118559.0
1465,450308564,15.0,5.0,12.0,6.0,4.0,0.0,"53269596.0, 53776645.0, 53776646.0, 54291350.0, 54291351.0, 54545178.0, 55953191.0, 56026909.0, 56112992.0, 56117812.0, 57749999.0, 57906667.0, 58213123.0, 58213124.0, 58314288.0, 61750186.0, 62091924.0, 62597546.0, 62683235.0, 62749011.0, 62749050.0, 63490496.0, 63557531.0, 65031157.0, 65201495.0, 65201497.0, 65243616.0, 65443942.0, 65685492.0, 66286386.0, 66530179.0, 67262742.0, 67441159.0, 68733098.0, 69572020.0, 70008843.0, 70738665.0, 70804682.0, 71894910.0, 73013717.0, 73698890.0, 74554169.0","2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2020",1404000.0,1665000.0,1818000.0,2001000.0,2120000.0,26.11Z,1,2003,26,13923000.0
1496,452972649,0.0,2.0,0.0,2.0,0.0,0.0,"61027779.0, 62017339.0, 68581852.0, 70228114.0","2017, 2017, 2019, 2019",2421293.0,3460000.0,1143000.0,916000.0,953466.0,26.51B,1,2004,26,12623192.0
1522,478342579,0.0,0.0,1.0,0.0,0.0,0.0,66641028.0,2018,27847.0,0.0,0.0,0.0,0.0,71.12B,1,2004,71,27847.0
1533,479162695,204.0,81.0,40.0,25.0,18.0,0.0,"40673199.0, 45581794.0, 46026841.0, 46207941.0, 46724521.0, 47116047.0, 48521180.0, 48613807.0, 48979949.0, 50933216.0, 53008737.0, 53008784.0, 53040650.0, 53059250.0, 53200162.0, 53274717.0, 53404767.0, 53496816.0, 53524828.0, 53674069.0, 53674117.0, 53674132.0, 53674133.0, 53879598.0, 53879600.0, 53879601.0, 53879602.0, 53879639.0, 54007904.0, 54199753.0, 54199817.0, 54329600.0, 54329675.0, 54329806.0, 54478832.0, 54545296.0, 54545348.0, 54707855.0, 54783890.0, 54783918.0, 54848681.0, 54848793.0, 54937238.0, 54937241.0, 54979737.0, 55072825.0, 55073049.0, 55073050.0, 55073058.0, 55178074.0, 55182398.0, 55236436.0, 55236437.0, 55236499.0, 55236541.0, 55236780.0, 55236791.0, 55299548.0, 55299551.0, 55345899.0, 55345907.0, 55345923.0, 55361669.0, 55361670.0, 55411504.0, 55411659.0, 55411684.0, 55486744.0, 55542815.0, 55542817.0, 55542819.0, 55542995.0, 55589962.0, 55589963.0, 55646688.0, 55752338.0, 55752345.0, 55752482.0, 55759685.0, 55759794.0, 55759834.0, 55806413.0, 55808622.0, 55863082.0, 55953286.0, 55971064.0, 55971065.0, 55971066.0, 56008690.0, 56008703.0, 56008707.0, 56087325.0, 56101579.0, 56117767.0, 56119658.0, 56119659.0, 56119660.0, 56148548.0, 56263740.0, 56322150.0, 56373011.0, 56507618.0, 56555412.0, 56555414.0, 56555450.0, 56557791.0, 56557792.0, 56611326.0, 56611374.0, 56611501.0, 56801577.0, 56855626.0, 56855627.0, 56855642.0, 56855643.0, 56896674.0, 56896694.0, 56920777.0, 56920778.0, 56920779.0, 56920780.0, 56920781.0, 56943623.0, 56943624.0, 56990577.0, 57068140.0, 57113403.0, 57137037.0, 57153496.0, 57190098.0, 57190106.0, 57286534.0, 57286562.0, 57286589.0, 57348740.0, 57348741.0, 57348742.0, 57348760.0, 57348771.0, 57348775.0, 57348776.0, 57348777.0, 57348778.0, 57348970.0, 57396560.0, 57396620.0, 57396621.0, 57485559.0, 57485720.0, 57539275.0, 57539457.0, 57539527.0, 57583222.0, 57609923.0, 57750076.0, 57750087.0, 57750172.0, 57755329.0, 57755356.0, 57796511.0, 57796590.0, 57796591.0, 57860959.0, 57861039.0, 57861159.0, 57861161.0, 57906699.0, 57909757.0, 57909773.0, 57909777.0, 57960514.0, 57960515.0, 57963329.0, 57966013.0, 58054180.0, 58054339.0, 58054340.0, 58213234.0, 58314357.0, 58314394.0, 58314427.0, 58314428.0, 58314443.0, 58314457.0, 58347633.0, 58401627.0, 58401628.0, 58401674.0, 58401755.0, 58455095.0, 58455187.0, 58501463.0, 58501465.0, 58501466.0, 58501538.0, 58501539.0, 58501553.0, 58547562.0, 58578956.0, 58578957.0, 58609507.0, 58609508.0, 58645107.0, 58645116.0, 58669887.0, 58670002.0, 58737603.0, 58737614.0, 58779229.0, 58992931.0, 59031185.0, 59031216.0, 59031218.0, 59031221.0, 59031223.0, 59070831.0, 59070832.0, 59070867.0, 59153118.0, 59253661.0, 59253811.0, 59297036.0, 59381463.0, 59409358.0, 59409411.0, 59409462.0, 59409531.0, 59520940.0, 59520941.0, 59521125.0, 59521135.0, 59579673.0, 59699914.0, 59746122.0, 59746154.0, 59746158.0, 59746159.0, 59746160.0, 59746162.0, 59746171.0, 59811381.0, 59811540.0, 59811554.0, 59811584.0, 59811585.0, 59859278.0, 59974557.0, 59974701.0, 60020019.0, 60020020.0, 60020178.0, 60138559.0, 60182662.0, 60182752.0, 60302351.0, 60515455.0, 60515612.0, 60765791.0, 60765792.0, 60955194.0, 60955195.0, 61003073.0, 61027826.0, 61027827.0, 61027970.0, 61027988.0, 61132656.0, 61187510.0, 61187536.0, 61223938.0, 61223939.0, 61224139.0, 61258436.0, 61258437.0, 61258494.0, 61521693.0, 61599341.0, 61750269.0, 61750270.0, 61750271.0, 61750323.0, 61750327.0, 61750333.0, 61802109.0, 61873365.0, 61873436.0, 61913308.0, 61913457.0, 62017351.0, 62017406.0, 62092075.0, 62223022.0, 62528551.0, 63080128.0, 63143219.0, 63209541.0, 63294348.0, 63312078.0, 63312079.0, 63491656.0, 63637966.0, 63722509.0, 63834047.0, 63834210.0, 63896250.0, 63896253.0, 63896254.0, 63963109.0, 65031282.0, 65031283.0, 65031514.0, 65200894.0, 65443959.0, 65444102.0, 65685411.0, 65685412.0, 65861365.0, 66166251.0, 66166252.0, 66218261.0, 66286442.0, 66286468.0, 66690540.0, 66867206.0, 67742483.0, 67742835.0, 67875543.0, 67956824.0, 67956825.0, 67957036.0, 67999685.0, 68138451.0, 68210847.0, 68281646.0, 68343061.0, 68425037.0, 68654594.0, 68807059.0, 69104473.0, 69104615.0, 69104620.0, 69157949.0, 69375431.0, 69468605.0, 69811298.0, 70154606.0, 70154607.0, 70295302.0, 70738646.0, 70804681.0, 71111471.0, 71111556.0, 72266374.0, 72885656.0, 73013628.0, 73013629.0, 73642922.0, 73699143.0, 74347357.0, 74553859.0, 74554112.0, 74669007.0, 75339841.0, 75339842.0, 75438916.0, 75690321.0, 76034814.0, 76034816.0, 76159488.0, 76523011.0, 77180061.0, 77710771.0, 77710773.0, 81654596.0, 82016221.0","2016, 2016, 2017, 2016, 2018, 2020, 2017, 2018, 2019, 2020, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2016, 2017, 2016, 2016, 2017, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2016, 2017, 2017, 2017, 2016, 2016, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2017, 2018, 2017, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2017, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2018, 2019, 2019, 2018, 2018, 2019, 2018, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2019, 2020, 2020, 2020, 2020, 2020, 2019, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2020, 2022, 2022, 2021, 2021, 2021, 2020, 2020, 2022, 2022",12158000.0,9296000.0,8565000.0,6679000.0,5303000.0,29.31Z,0,2004,29,53954000.0
